tweet_id,timestamp,topic,text,veracity
580353449721655296,Tue Mar 24 13:00:19 +0000 2015,germanwings-crash,"German Airbus A320 Plane Crashes, 148 People DEAD https://t.co/94oOOSSSVv #4U9525 #germanwings #GermanWingsCrash #Airbus320 #planecrash",false
580368137796743168,Tue Mar 24 13:58:41 +0000 2015,germanwings-crash,Thoughts and prayers with the families and relatives of #Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead.,true
580360165540642816,Tue Mar 24 13:27:00 +0000 2015,germanwings-crash,"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",false
580346992074842112,Tue Mar 24 12:34:39 +0000 2015,germanwings-crash,"Germanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on board - @Morning_Joe http://t.co/by471NAzFg",true
580320645906632704,Tue Mar 24 10:49:58 +0000 2015,germanwings-crash,UPDATE CRASH Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/GRUjOCXkr9 http://t.co/HWrvDD24ac,unverified
580366761398239232,Tue Mar 24 13:53:13 +0000 2015,germanwings-crash,Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,true
580329560350183424,Tue Mar 24 11:25:23 +0000 2015,germanwings-crash,"BREAKING: Plane flying form #Barcelona to #Frankfurt crashes in #France, 142 people were on board. #germanwings http://t.co/wjAo0LZtp2",false
581359544682614784,Fri Mar 27 07:38:11 +0000 2015,germanwings-crash,Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/RgSTrehD21,unverified
581299354431987712,Fri Mar 27 03:39:00 +0000 2015,germanwings-crash,German PI-News Magazine is Reporting Germanwings Co-Pilot Was Recent Convert to Islam😏  Read: http://t.co/6aNN7RQUZ6 http://t.co/u9ggRyxnVD,false
580377478184755201,Tue Mar 24 14:35:48 +0000 2015,germanwings-crash,BREAKING: Update - AFP: Aviation official says #Germanwings crew did not send a distress signal via @BBCBreaking  - @FlightCrisis,false
580327197921120256,Tue Mar 24 11:16:00 +0000 2015,germanwings-crash,"Reports: Crashed #Germanwings plane was carrying 148 people, including 142 passengers, two pilots and four flight attendants.",false
580340476949086208,Tue Mar 24 12:08:46 +0000 2015,germanwings-crash,BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,false
580883727624065024,Thu Mar 26 00:07:27 +0000 2015,germanwings-crash,DEVELOPING: Pilot locked out of cockpit in @Germanwings Alps crash: report. http://t.co/CcqpToOQTn http://t.co/XlNXG8Rz3v,true
581063906682114048,Thu Mar 26 12:03:25 +0000 2015,germanwings-crash,"BREAKING #Germanwings #4U9525 co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor.",true
580318210609696769,Tue Mar 24 10:40:17 +0000 2015,germanwings-crash,BREAKING - A Germanwings Airbus A320 plane reportedly crashed in the region of Digne (French Alps) #Flightradar24 - French TV #itele,true
580319005703069696,Tue Mar 24 10:43:27 +0000 2015,germanwings-crash,Several European news agencies reporting an accident involving a Germanwings Airbus A320 in southern France. Developing... #breaking,true
581387966125248512,Fri Mar 27 09:31:07 +0000 2015,germanwings-crash,NEWS #Germanwings co-pilot Andreas Lubitz had serious depressive episode (Bild newspaper) #4U9525 http://t.co/BV21WXdxdb,unverified
580320964875014145,Tue Mar 24 10:51:14 +0000 2015,germanwings-crash,"Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters http://t.co/by471NAzFg",true
580347360959717376,Tue Mar 24 12:36:07 +0000 2015,germanwings-crash,BREAKING Germanwings says 144 passengers and 6 crew on crashed plane http://t.co/wFg8KTSve2 http://t.co/qTYmopB5aj,true
580318717860532224,Tue Mar 24 10:42:18 +0000 2015,germanwings-crash,"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",unverified
580318669483413504,Tue Mar 24 10:42:07 +0000 2015,germanwings-crash,"Sad news, plane crashed in southern France http://t.co/2K5CklKRzZ #GermanWings",true
580322005280493568,Tue Mar 24 10:55:22 +0000 2015,germanwings-crash,French Prime Minister now confirming the plane crash. (via @afneil). #4U9525,true
580885187837325312,Thu Mar 26 00:13:15 +0000 2015,germanwings-crash,"One pilot was locked out of cockpit before #Germanwings flight #4U9525 crashed, killing 150: http://t.co/A7THsq3ea8",true
581183387848859648,Thu Mar 26 19:58:12 +0000 2015,germanwings-crash,"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",unverified
580333763512705025,Tue Mar 24 11:42:05 +0000 2015,germanwings-crash,#Germanwings latest: http://t.co/8tZopIBYLh - #Airbus A320 crashes in French Alps - Barcelona-to-Dusseldorf flight - 142 passengers &amp; 6 crew,false
581064157870555136,Thu Mar 26 12:04:25 +0000 2015,germanwings-crash,BREAKING: Prosecutor identifies #Germanwings pilot who deliberately crashed plane carrying 150 people as German national Andreas Lubitz.,true
580699825030754304,Wed Mar 25 11:56:41 +0000 2015,germanwings-crash,"Germanwings CEO says 72 Germans, 35 Spanish citizens and two Americans were aboard plane that crashed in France: http://t.co/JSc0IwmqJu",false
580331453889708032,Tue Mar 24 11:32:55 +0000 2015,germanwings-crash,"ALERT Photo: Germanwings crash plane 'lost signal at 6,800 feet,' flight radar shows - @itvnews http://t.co/m358Qc2Na1",unverified
580319968484421633,Tue Mar 24 10:47:16 +0000 2015,germanwings-crash,A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,true
580885455257882624,Thu Mar 26 00:14:19 +0000 2015,germanwings-crash,» http://t.co/VPPJAceoql plane crash #planecrash Report: Pilot locked out of cockpit before Germanwings crash 27 http://t.co/8IymLEfX69,true
581317224096387072,Fri Mar 27 04:50:01 +0000 2015,germanwings-crash,NEWS Germanwings pilot was muslim convert http://t.co/hQ9YdkHw3T,false
580319184652890113,Tue Mar 24 10:44:10 +0000 2015,germanwings-crash,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV,false
581287795991302144,Fri Mar 27 02:53:05 +0000 2015,germanwings-crash,All Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam,false
580326871302316033,Tue Mar 24 11:14:42 +0000 2015,germanwings-crash,IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,true
580327336505176064,Tue Mar 24 11:16:33 +0000 2015,germanwings-crash,"Germanwings plane crashes in France, up to 150 feared dead http://t.co/n44I07mnoh",true
581546828954411008,Fri Mar 27 20:02:23 +0000 2015,germanwings-crash,BREAKING: German Media Site Says Germanwings Co-Pilot Was Muslim Convert http://t.co/bTKvcLMN60 via @anyclinic,false
580364656608428032,Tue Mar 24 13:44:51 +0000 2015,germanwings-crash,Update - AFP: Aviation official says #Germanwings crew did not send a distress signal,false
580372806178881537,Tue Mar 24 14:17:14 +0000 2015,germanwings-crash,DGAC clarifies: Germanwings didn't itself issue distress call but ATC launhed distress phase due combination of descent and no radio contact,false
580325090367315968,Tue Mar 24 11:07:38 +0000 2015,germanwings-crash,"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn",unverified
580320945740480512,Tue Mar 24 10:51:09 +0000 2015,germanwings-crash,"#BREAKING: A #Germanwings Airbus A320 plane has crashed in southern France, police and aviation officials say.",true
581063816882065408,Thu Mar 26 12:03:04 +0000 2015,germanwings-crash,French officials confirm i/d of #Germanwings copilot as being Andreas  Lubitz. Thought to be 28 y/o. Pictured here. http://t.co/bEKvhEACa1,true
580326073776357376,Tue Mar 24 11:11:32 +0000 2015,germanwings-crash,French PM: fears 142-150 passengers died when @germanwings flight #4U9525 crashed in the French Alps  #Airbus #A320 http://t.co/hpCGZtf2qd,true
580370275121938432,Tue Mar 24 14:07:11 +0000 2015,germanwings-crash,2 babies were among 144 passengers on board crashed #Germanwings plane - @germanwings says in news briefing http://t.co/INhcBgUKHF,true
580321350750990336,Tue Mar 24 10:52:46 +0000 2015,germanwings-crash,Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,true
580350166005248000,Tue Mar 24 12:47:16 +0000 2015,germanwings-crash,"The #Germanwings plane which crashed in the French Alps descended at an ""unprecedented"" rate, an aviation expert says http://t.co/h2N4a9lpOJ",true
581314363644121088,Fri Mar 27 04:38:39 +0000 2015,germanwings-crash,A German news website claims #Germanwings co-pilot #AndreasLubitz was a Muslim convert http://t.co/4PHWRSrxwu,false
581479017770979329,Fri Mar 27 15:32:55 +0000 2015,germanwings-crash,"If the #Germanwings copilot #Lubitz was Muslim,it wud hv been a classic terrorism case.But hes not brown,so clearly it a mental heath issue!",false
580352532167311362,Tue Mar 24 12:56:40 +0000 2015,germanwings-crash,148 people were on board the #Germanwings plane which crashed in the French Alps. Here's what we know so far http://t.co/5sZVPg9XFR,false
580317998147325952,Tue Mar 24 10:39:27 +0000 2015,germanwings-crash,142 PEOPLE ON BOARD GERMANWINGS AIRBUS A320 THAT CRASHED IN SOUTHERN FRANCE,false
580323165068509184,Tue Mar 24 10:59:59 +0000 2015,germanwings-crash,Germanwings plane crash: Airbus A320 crashes in French Alps with 148 on board -latest updates http://t.co/5K1ZxWqXh0 http://t.co/vzStX3iozK,false
581062604988162048,Thu Mar 26 11:58:15 +0000 2015,germanwings-crash,"The copilot of the Germanwings plans, Andreas Guenter Lubitz, appeared to want to ""destroy the plane,"" French prosecutor says.",true
580365368805486592,Tue Mar 24 13:47:41 +0000 2015,germanwings-crash,"150 people were on board plane that crashed in France today, #Germanwings CEO says. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI",false
580699430690656256,Wed Mar 25 11:55:07 +0000 2015,germanwings-crash,"BREAKING: #Germanwings crash victims include 72 German citizens, 35 Spaniards, 2 Americans, per CEO - via @AP",false
580319116302647297,Tue Mar 24 10:43:53 +0000 2015,germanwings-crash,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,unverified
581132461960249344,Thu Mar 26 16:35:50 +0000 2015,germanwings-crash,Doomed Germanwings co-pilot 'suffered burnout or depression' years before crash http://t.co/nkqWoRwKUK http://t.co/QRMJTWGAIr,unverified
580342519516512256,Tue Mar 24 12:16:53 +0000 2015,germanwings-crash,"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",true
581061272856326145,Thu Mar 26 11:52:57 +0000 2015,germanwings-crash,BREAKING: Name of co-pilot of crashed #Germanwings flight was Andreas Lubitz,true
581290271997968384,Fri Mar 27 03:02:55 +0000 2015,germanwings-crash,GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/J8budBthpm via @gatewaypundit,false
580329455173967872,Tue Mar 24 11:24:58 +0000 2015,germanwings-crash,Pilots of crashed Germanwings flight declared emergency at 10:47 a.m. as plane fell rapidly. http://t.co/9YonrFRes3,false
580319078155468800,Tue Mar 24 10:43:44 +0000 2015,germanwings-crash,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,true
580357700791468032,Tue Mar 24 13:17:13 +0000 2015,germanwings-crash,"The #Germanwings #A320 plane that crashed in the Alps did make a distress call, CNN's French affiliate says: http://t.co/90w6VC2VBf",false
580331000573476865,Tue Mar 24 11:31:07 +0000 2015,germanwings-crash,"My heart goes out to the victims of GermanWings crashed near Marseille, France. 142 passengers, 6crew all feared dead http://t.co/8HbQacJ3id",false
580319856496644096,Tue Mar 24 10:46:50 +0000 2015,germanwings-crash,#BREAKING: There are reports that a Germanwings Airbus A320 has crashed in the French Alps. More to come. #9News http://t.co/PfEiviM9Po,true
580323315614543873,Tue Mar 24 11:00:34 +0000 2015,germanwings-crash,"Breaking News: Germanwings #Airbus #A320 was carrying 148 people on board when it crashed, officials say http://t.co/PkIiVwKPwu",false
580318938996740096,Tue Mar 24 10:43:11 +0000 2015,germanwings-crash,"142 passengers on board GermanWings plane which has crashed in French Alps, according to AFP",false
580330740086243328,Tue Mar 24 11:30:05 +0000 2015,germanwings-crash,The French president has said he believed none of the 148 people on board #Germanwings flight #4U9525 plane survived http://t.co/KC9NBcEzSV,true
581252958446329857,Fri Mar 27 00:34:39 +0000 2015,germanwings-crash,The co-pilot of the Germanwings Airbus was a convert to Islam - http://t.co/7MHPhG5aIR #RedNationRising,false
580322782392762368,Tue Mar 24 10:58:27 +0000 2015,germanwings-crash,BREAKING: Germanwings airplane crashes in French Alps with 142 passengers http://t.co/v44gsbmtO0 http://t.co/I3t8rnaN5b,false
580321948070240256,Tue Mar 24 10:55:08 +0000 2015,germanwings-crash,Our last position reports of the Germanwings plane shows a very rapid descent http://t.co/OhJAEeyVoK,true
580331561398108160,Tue Mar 24 11:33:20 +0000 2015,germanwings-crash,"1047 call: DGAC source says pilots called «urgence, urgence» (“emergency, emergency”), as opposed to a mayday call or 7700 squawk. #4U9525",false
580330302251393024,Tue Mar 24 11:28:20 +0000 2015,germanwings-crash,#BREAKING: #Germanwings Airbus A320 crew sent distress signal before French Alps crash - reports http://t.co/JLDCz6AhFR,false
581409613913804800,Fri Mar 27 10:57:08 +0000 2015,germanwings-crash,Report: Germanwings Co-Pilot Treated For Depression http://t.co/ewynIJ23A2,unverified
580323060533764097,Tue Mar 24 10:59:34 +0000 2015,germanwings-crash,Germanwings passenger plane crashes in France: http://t.co/BSJhGgMChG,true
580364138020507649,Tue Mar 24 13:42:47 +0000 2015,germanwings-crash,#BREAKING Germanwings crew did not send distress signal: aviation official,false
581301262269829120,Fri Mar 27 03:46:35 +0000 2015,germanwings-crash,Co-pilot was a fresh convert- http://t.co/paAKWfHdg3,false
580321156508577792,Tue Mar 24 10:52:00 +0000 2015,germanwings-crash,Now hearing 148 passengers + crew on board the #A320 that has crashed in southern French Alps. #GermanWings flight. @BBCWorld,false
581386094337474560,Fri Mar 27 09:23:41 +0000 2015,germanwings-crash,RT @khjelmgaard: German media reporting #AndreasLubitz had a 'serious depressive episode' six years ago http://t.co/MUdmHPz2ro #Germanwings,unverified
580347364562587649,Tue Mar 24 12:36:08 +0000 2015,germanwings-crash,"Update - Authorities confirm last words from Germanwings A320 distress call were ""emergency, emergency""",false
581293685041557504,Fri Mar 27 03:16:29 +0000 2015,germanwings-crash,BREAKING: #Germanwings co-pilot was recent Muslim convert http://t.co/aqvtsI7OcV http://t.co/BI5OLZJKJI,false
